Image|Date|Operator|A/C Type|Location|Fatalities|Registration|Unnamed: 7
|Oct 17, 1939||Savoia-Marchetti SM.73|Olías, Andalusia|15|I-IESI|+
|Oct 14, 1939||Avro 652 Anson|Isle of Portland, Dorset|0|K8711|+
|Oct 14, 1939||Handley Page H.P.52 Hampden|Finningley AFB (Doncaster), South Yorkshire|0|P1170|+
|Oct 13, 1939||Avro 652 Anson|Catterick AFB, North Yorkshire|0|K6152|+
|Oct 11, 1939||Avro 652 Anson|Little Rissington AFB, Gloucestershire|1|L7905|+
|Oct 10, 1939||Lockheed L-414 Hudson|Freuchie, Fife|4|N7227|+
|Oct 10, 1939||Junkers JU.52|Wangerooge Island, Lower Saxony|0|-|+
|Oct 10, 1939||Airspeed AS.10 Oxford|Cranwell AFB, Lincolnshire|0|L4627|+
|Oct 9, 1939||Junkers JU.52|Domašov, Olomouc Region (Olomoucký kraj)|7|G6+KO|+
|Oct 6, 1939||Junkers W.34|Jipijapa, Manabí|6|Atahualpa|+
|Oct 5, 1939||Caudron C.630/C.635 Simoun|Jouy-en-Josas, Yvelines|1|401|+
|Sep 29, 1939||Potez 540|Laon-Couvron, Aisne|0|160|+
|Sep 25, 1939||Avro 652 Anson|Thornaby AFB, North Yorkshire|0|K6202|+
|Sep 19, 1939||Armstrong Whitworth AW.38 Whitley|Linton-on-Ouse AFB, North Yorkshire|2|K9001|+
|Sep 19, 1939||Vickers 290 Wellington I|Carew Cheriton AFB, Pembrokeshire|0|L4232|+
|Sep 19, 1939||Airspeed AS.10 Oxford|Montrose AFB, Angus (Forfarshire)|1|L4645|+
|Sep 12, 1939||Airspeed AS.10 Oxford|South Cerney AFB, Gloucestershire|1|L4574|+
|Sep 11, 1939||Bristol 142 Blenheim|Ismailia, Ismailia|0|K7093|+
|Sep 8, 1939||Vickers 290 Wellington I|Elveden, Suffolk|5|L4320|+
|Sep 7, 1939||Handley Page H.P.54 Harrow|West Freugh AFB, Dumfries and Galloway|0|K7003|+
|Sep 5, 1939||Handley Page H.P.52 Hampden|Finningley AFB (Doncaster), South Yorkshire|1|L4161|+
|Sep 5, 1939||Vickers Valentia|Catterick AFB, North Yorkshire|0|K2345|+
|Sep 4, 1939||Lockheed L-414 Hudson|Leuchars AFB, Fife|2|N7239|+
|Aug 31, 1939||Junkers JU.52|Lalling, Bavaria|3|-|+
|Aug 25, 1939||Avro 652 Anson|Little Rissington AFB, Gloucestershire|0|L7903|+
|Aug 23, 1939||Bristol 130 Bombay|Martlesham Heath AFB, Suffolk|3|L5808|+
|Aug 11, 1939||Vickers 290 Wellington I|Debden AFB, Essex|0|L4240|+
|Aug 7, 1939||Bristol 142 Blenheim|Beachy Head, East Sussex|4|N6180|+
|Aug 3, 1939||Bristol 142 Blenheim|Shaibah AFB (Basrah), Al-Basrah (البصرة)|0|L1384|+
|Aug 1, 1939||Airspeed AS.10 Oxford|Lossiemouth AFB, Moray (Elginshire)|1|N6329|+
|Aug 1, 1939||Airspeed AS.10 Oxford|Lossiemouth AFB, Moray (Elginshire)|2|N6297|+
|Jul 29, 1939||Bloch MB.210|Tours-Parçay-Meslay, Indre-et-Loire|0|2|+
|Jul 26, 1939||Avro 652 Anson|Inverkip, Renfrewshire|1|K6255|+
|Jul 25, 1939||Bristol 142 Blenheim|Humby, Lincolnshire|1|L1465|+
|Jul 23, 1939||Polikarpov AP|Zhdanovsky, Yukhari Garabakh|1|CCCP-A1072|+
|Jul 21, 1939|Kent Flying Club|De Havilland DH.60 Moth|Tilmanstone, Kent|2|G-ABJZ|+
|Jul 21, 1939||Vickers 290 Wellington I|Milborne Port, Somerset|3|L4290|+
|Jul 20, 1939||Bristol 142 Blenheim|Wittering AFB, Cambridgeshire|1|L8368|+
|Jul 18, 1939||Handley Page H.P.52 Hampden|Corby Glen, Lincolnshire|4|L4046|+
|Jul 15, 1939||Short S.19 Singapore III|Calshot AFB, Hampshire|0|K8566|+
|Jul 7, 1939||Bristol 142 Blenheim|Aden-Khormaksar, 'Adan (عدن)|0|L1529|+
|Jul 7, 1939||Bristol 142 Blenheim|Aden-Khormaksar, 'Adan (عدن)|0|L1543|+
|Jun 21, 1939||De Havilland DH.60 Moth|Masterton, Greater Wellington Regional Council|0|ZK-ABE|+
|Jun 20, 1939|British American Air Services - BAAS|De Havilland DH.89 Dragon Rapide|Forest-in-Teesdale, Durham|3|G-AERE|+
|Jun 15, 1939||Fairchild FC-2|Juneau, Alaska|1|G-CARM|+
|Jun 11, 1939||De Havilland DH.60 Moth|Melbourne-Essendon, Victoria|0|VH-UNP|+
|Jun 11, 1939||De Havilland DH.60 Moth|Melbourne-Essendon, Victoria|1|VH-UHS|+
|Jun 10, 1939||Koolhoven FK.43|Vlissingen, Zeeland|3|PH-AJK|+
|May 22, 1939||Lockheed 10 Electra|Tushino, Moscow oblast|0|CCCP-N214|+
|May 16, 1939||Polikarpov PR-5|Leninabad, Sughd Province|1|CCCP-L2162|+
|May 12, 1939|Downs Air Service|De Havilland DH.60 Moth|Roma, Queensland|1|VH-UPY|+
|May 9, 1939||Avro 652 Anson|Bircham Newton AFB, Norfolk|3|K6210|+
|May 8, 1939||De Havilland DH.60 Moth|Horne, Surrey|2|G-AAVR|+
|May 2, 1939||Avro 652 Anson|Melbourne, Victoria|3|A4-11|+
|Apr 29, 1939||Junkers JU.52|Bollstadt, Baden-Württemberg|5|-|+
|Apr 25, 1939||De Havilland DH.89 Dragon Rapide|Liverpool-John Lennon (ex Speke), Merseyside|1|G-AEAK|+
|Apr 22, 1939||Bloch MB.210|Tours-Parçay-Meslay, Indre-et-Loire|4|-|+
|Apr 22, 1939||Bloch MB.210|Tours-Parçay-Meslay, Indre-et-Loire|5|152|+
|Apr 22, 1939||Avro 652 Anson|Bircham Newton AFB, Norfolk|0|K6185|+
|Apr 17, 1939||Avro 652 Anson|Abbotsinch AFB, Renfrewshire|0|K6245|+
|Apr 17, 1939||Airspeed AS.10 Oxford|Balmain AFB, Aberdeenshire|0|L4653|+
|Apr 17, 1939||Junkers JU.52|Ohlau, Schleswig-Holstein|0|D-ADUO|+
|Apr 5, 1939||Avro 652 Anson|Tangmere AFB, West Sussex|0|K6275|+
|Apr 1, 1939||Avro 652 Anson|Leuchars AFB, Fife|0|K8780|+
|Mar 17, 1939||Bristol 142 Blenheim|Ternhill AFB, Shropshire|0|L1165|+
|Mar 14, 1939||Junkers JU.52|Brussels, Flemish Brabant|3|OO-AUA|+
|Mar 2, 1939||Tupolev ANT-6 (TB-3 & G-2)|Mezen, Arkhangelsk oblast|0|CCCP-L2524|+
|Feb 27, 1939||De Havilland DH.60 Moth|Kingston, Ontario|0|CF-CEI|+
|Feb 24, 1939||Junkers JU.52|Nice, Alpes-Maritimes|10|D-ALUS|+
|Feb 11, 1939||Kalinin K-5|Omsk, Omsk oblast|4|CCCP-L527|+
|Feb 2, 1939||Polikarpov PR-5|Mozdok, Republic of North Ossetia|0|CCCP-L2519|+
|Jan 27, 1939||Potez 62|Knapsack, North Rhine-Westphalia|6|F-ANPJ|+
|Jan 25, 1939||Heinkel He.111|Le Tech, Pyrénées-Orientales|4|25-12|+
|Jan 24, 1939||Avro 652 Anson|Tangmere AFB, West Sussex|0|K6314|+
|Jan 24, 1939||De Havilland DH.60 Moth|Westbury-on-Severn, Gloucestershire|0|G-AAIU|+
|Jan 18, 1939||Lockheed 14 Super Electra|Katherine, Northern Territory|4|VH-ABI|+
|Jan 17, 1939||Avro 652 Anson|Ystradgynlais, Powys|2|L9149|+
|Jan 17, 1939||Avro 652 Anson|Lewes, East Sussex|2|K8708|+
|Jan 13, 1939||Junkers JU.52|Rio Bonito, Rio de Janeiro|10|PP-CAY|+
|Jan 9, 1939||Avro 652 Anson|Dalry, Ayrshire|4|L9153|+
|Jan 7, 1939||Douglas DC-2|Senlis, Oise|5|HB-ITA|+
|Dec 26, 1938||Polikarpov AP|Shulakkurgan, South Kazakhstan|1|CCCP-A701|+
|Dec 23, 1938||Supermarine Walrus|Cochin, Kerala|2|L2255|+
|Dec 20, 1938|Voroshilovneft|Polikarpov PR-5|Boysun, Surxondaryo Province (Surxondaryo viloyati)|1|CCCP-I87|+
|Dec 20, 1938||Polikarpov PR-5|Ajikabul, Daghlig Shirvan|0|CCCP-L2171|+
|Dec 16, 1938||Avro 652 Anson|Bircham Newton AFB, Norfolk|0|K8757|+
|Dec 12, 1938||Avro 652 Anson|Bircham Newton AFB, Norfolk|0|K8759|+
|Dec 12, 1938||Bristol 142 Blenheim|Wyton AFB, Huntingdonshire|0|K7111|+
|Dec 9, 1938||Lockheed 14 Super Electra|Amsterdam-Schiphol, North Holland|4|PH-APE|+
|Dec 6, 1938||Focke-Wulf Fw.200 Condor|Manila, Metro Manila|0|D-ACON|+
|Dec 4, 1938|Nederlands-Indische Vliegclub (NIVC)|De Havilland DH.60 Moth|Bandung, West Java|0|PK-SAD|+
|Dec 2, 1938||Junkers JU.52|Vienna-Schwechat, Lower Austria|0|D-ANOY|+
|Dec 2, 1938||Lockheed 10 Electra|Mexico City-Benito Juarez, Federal District of Mexico City|8|XA-BAU|+
|Nov 29, 1938||Douglas DC-3|Point Reyes, California|5|NC16066|+
|Nov 24, 1938||Bristol 142 Blenheim|Eastchurch AFB, Kent|0|L1346|+
|Nov 24, 1938||Handley Page H.P.54 Harrow|Honington AFB, Suffolk|0|K7002|+
|Nov 24, 1938||Bristol 142 Blenheim|Hemswell AFB, Lincolnshire|0|K7121|+
|Nov 22, 1938||Savoia-Marchetti SM.75|Winklern, Carinthia|4|I-TUON|+
|Nov 14, 1938||Douglas DC-3|Amsterdam-Schiphol, North Holland|6|PH-ARY|+
|Nov 14, 1938||Handley Page H.P.50 Heyford|Stradishall AFB, Suffolk|2|K5194|+
|Nov 11, 1938||Handley Page H.P.54 Harrow|Acklington AFB, Northumberland|0|K6956|+
|Nov 10, 1938||Supermarine Walrus|United Kingdom, All United Kingdom|0|L2256|+
|Nov 4, 1938||De Havilland DH.86 Express|Jersey, Channel Islands|14|G-ACZN|+
|Nov 4, 1938||Polikarpov P-5|Kokpekty, East Kazakhstan|2|CCCP-L1622|+
|Oct 26, 1938||Bristol 142 Blenheim|Mt Mickle Fell, Durham|3|L1252|+
|Oct 25, 1938||Douglas DC-2|Mont Dandenong, Victoria|18|VH-UYC|+
|Oct 16, 1938||Junkers W.34|Sörfors, Västerbotten|5|4|+
|Oct 16, 1938||Avro 652 Anson|Windsor, New South Wales|1|A4-8|+
|Oct 13, 1938||Polikarpov AP|Naurskaya, Republic of Chechnya|4|CCCP-A988|+
|Oct 10, 1938||Polikarpov P-5|Tbilisi, Tbilisi City District|0|CCCP-L1560|+
|Oct 4, 1938||Douglas DC-3|Komsomolsk-on-Amur, Khabarovsk Krai|5|-|+
|Oct 1, 1938||Junkers JU.52|Piz Cengalo, Lombardy|13|D-AVFB|+
|Sep 29, 1938||Junkers JU.52|Frankfurt-Main, Hesse|1|D-AMOK|+
|Sep 24, 1938||Junkers W.34|Berlin-Gatow, Berlin|2|D-OQAT|+
|Sep 23, 1938||Tupolev ANT-40 (PS-40/PS-41)|Napareuli, Kakheti|3|CCCP-L2446|+
|Sep 22, 1938||Bristol 142 Blenheim|Upper Heyford AFB, Oxfordshire|0|L1136|+
|Sep 19, 1938||Avro 652 Anson|Mt Misty Law, Renfrewshire|0|L7949|+
|Sep 5, 1938||Polikarpov AP|Salyan, Daghlig Shirvan|1|CCCP-A774|+
|Sep 1, 1938||Polikarpov U-2|Bataysk, Rostov oblast|1|CCCP-L956|+
|Sep 1, 1938||Polikarpov U-2|Bataysk, Rostov oblast|1|CCCP-Sh924|+
|Sep 1, 1938||Polikarpov P-5|Novosibirsk, Novosibirsk oblast|1|CCCP-L1900|+
|Aug 29, 1938||De Havilland DH.84 Dragon|Innisfail, Queensland|5|VH-UXK|+
|Aug 24, 1938||Fokker Super Universal|Tokyo, Kantō|85|J-BJDO|+
|Aug 23, 1938||Dornier DO.17|Mt Ötscher, Lower Austria|3|-|+
|Aug 22, 1938||Amiot 143|Lyon-Bron, Rhône|3|51|+
|Aug 22, 1938||Amiot 143|Lyon-Bron, Rhône|3|120|+
|Aug 19, 1938||Polikarpov PR-5|Krasnoborsk, Arkhangelsk oblast|0|CCCP-L2180|+
|Aug 15, 1938||Consolidated PBY Catalina|San Diego, California|1|0895|+
|Aug 15, 1938||Consolidated PBY Catalina|San Diego, California|4|0896|+
|Aug 13, 1938||Savoia-Marchetti SM.73|Oberkirch, Baden-Württemberg|17|OK-BAG|+
|Aug 12, 1938||Lockheed 10 Electra|San Andrés Tuxtla, Veracruz|11|XA-BAS|+
|Aug 10, 1938||Avro 652 Anson|Dromana, Victoria|4|A4-29|+
|Aug 8, 1938||Avro 652 Anson|Bridlington, Yorkshire|4|K8831|+
|Aug 4, 1938||Amiot 143|Lyon-Bron, Rhône|2|104|+
|Jul 27, 1938||Bloch MB.200|Albon, Drôme|5|48|+
|Jul 23, 1938||Handley Page H.P.54 Harrow|Hendon, Middlesex|0|K7017|+
|Jul 14, 1938||Avro 504|Rochester, Kent|0|K2411|+
|Jul 11, 1938||Caproni Ca.101|Szombathely, Vas|0|B.111|+
|Jul 8, 1938||Lockheed 14 Super Electra|Billings-Logan, Montana|1|NC17383|+
|Jun 26, 1938||Junkers JU.52|Mt Chilligua, Puno|7|OA-HHB|+
|Jun 24, 1938||Polikarpov AP|Urganch, Xorazm Province (Xorazm viloyati)|1|CCCP-A512|+
|Jun 22, 1938||Putilov Stal-3|Strogino, Moscow oblast|6|CCCP-L1206|+
|Jun 19, 1938||Douglas DC-2|Mt Mercedario, San Juan|4|NC14272|+
|May 16, 1938||Lockheed 14 Super Electra|Stroh Peak, California|9|NC17394|+
|May 14, 1938|Samuel Smith|Percival P.10 Vega Gull|Keswick, Cumbria|3|G-AFGU|+
|May 14, 1938||Polikarpov U-2|Uralsk, West Kazakhstan|2|CCCP-T210|+
|May 12, 1938||Bristol 142 Blenheim|Waddington AFB, Lincolnshire|0|K7128|+
|May 6, 1938||Bristol 142 Blenheim|Bicester AFB, Oxfordshire|0|K7054|+
|May 5, 1938||Lockheed 5 Vega|Mexico City, Federal District of Mexico City|1|XA-BFR|+
|Apr 30, 1938||Savoia-Marchetti SM.73|Maranola, Lazio|19|I-MEDA|+
|Apr 9, 1938||Tupolev ANT-9|Shaki, Shaki-Zaqatala|3|CCCP-L190|+
|Apr 7, 1938||Bristol 142 Blenheim|Hemswell AFB, Lincolnshire|0|K7168|+
|Apr 6, 1938||Avro 652 Anson|Tangmere AFB, West Sussex|0|K8767|+
|Apr 1, 1938||Avro 652 Anson|Howwood, Renfrewshire|2|K6320|+
|Mar 30, 1938||Junkers JU.52|Venice-Lido, Veneto|0|I-BEZI|+
|Mar 29, 1938||Handley Page H.P.50 Heyford|Finningley AFB (Doncaster), South Yorkshire|0|K4871|+
|Mar 28, 1938||Supermarine Stranraer|Ushant (Ouessant), Finistère|6|K7288|+
|Mar 17, 1938||Tupolev ANT-6 (TB-3 & G-2)|Bukhta Teplits, Arkhangelsk oblast|0|CCCP-N210|+
|Mar 10, 1938||Polikarpov P-5|Yerevan, Yerevan|0|CCCP-L1950|+
|Mar 8, 1938||De Havilland DH.60 Moth|Somerton, Victoria|1|VH-UNU|+
|Mar 7, 1938||Bristol 142 Blenheim|Waddington AFB, Lincolnshire|0|K7134|+
|Mar 4, 1938||Junkers W.34|Mt Chimborazo, Chimborazo|1|D-OJIL|+
|Mar 1, 1938||Douglas DC-2|Wawona, California|9|NC13789|+
|Feb 26, 1938|Air Travel & Survey|De Havilland DH.84 Dragon|Croydon, Surrey|0|VH-UZX|+
|Feb 25, 1938||Fairey Hendon|Marham AFB, Norfolk|0|K5095|+
|Feb 25, 1938||Avro 652 Anson|South Cerney AFB, Gloucestershire|0|K6233|+
|Feb 24, 1938||Vultee V-1|Rancho San Simeon, California|3|NC14250|+
|Feb 16, 1938|Antoine de Saint-Exupéry|Caudron C.630/C.635 Simoun|Guatemala City-La Aurora, Guatemala|0|F-ANXK|+
|Feb 3, 1938||De Havilland DH.89 Dragon Rapide|Laverton AFB (Melbourne), Victoria|0|A3-2|+
|Feb 2, 1938||Consolidated PBY Catalina|San Clemente Island NAS, California|7|0462|+
|Feb 2, 1938||Consolidated PBY Catalina|San Clemente Island NAS, California|5|0463|+
|Jan 26, 1938||Polikarpov P-5|Kichik-Dekhna, Shaki-Zaqatala|2|CCCP-L1616|+
|Jan 24, 1938||Avro 652 Anson|Kingsclere, Hampshire|1|K6277|+
|Jan 19, 1938|Halifax Aero Club|De Havilland DH.60 Moth|Halifax, Nova Scotia|0|G-CALE|+
|Jan 19, 1938|Halifax Aero Club|De Havilland DH.60 Moth|Halifax, Nova Scotia|0|CF-CEH|+
|Jan 11, 1938||De Havilland DH.60 Moth|Aden, 'Adan (عدن)|2|K1893|+
|Jan 8, 1938||Bristol 142 Blenheim|Waddington AFB, Lincolnshire|0|K7150|+
|Jan 7, 1938|NIISS|Polikarpov P-5|Tambov, Penza oblast|0|CCCP-E41|+
|Dec 29, 1937||Putilov Stal-3|Brovary, Kiev oblast|4|CCCP-L1228|+
|Dec 24, 1937||Wibault 282/283|Kašperské Hory, Plzeň Region (Plzeňský kraj)|3|F-AMYD|+
|Dec 17, 1937||Koolhoven FK.43|Groningen-Eelde, Drenthe|0|PH-AKC|+
|Dec 16, 1937||Handley Page H.P.50 Heyford|Honington AFB, Suffolk|2|K5183|+
|Dec 15, 1937||Junkers JU.52|Sorata, La Paz|8|CB-18|+
|Dec 13, 1937||Handley Page H.P.50 Heyford|Stopham Bridge, West Sussex|4|K4039|+
|Dec 8, 1937||Potez 621|Saillans, Drôme|2|F-AOTZ|+
|Dec 5, 1937||Short S.23 Empire Flying Boat|Brindisi, Apulia|2|G-ADUZ|+
|Dec 3, 1937||Bristol 142 Blenheim|Hinckley, Leicestershire|0|K7110|+
|Dec 3, 1937||De Havilland DH.60 Moth|Wellington, Greater Wellington Regional Council|1|ZK-ABV|+
|Nov 30, 1937||Supermarine Walrus|Birżebbuġa, All Malta|2|K8345|+
|Nov 24, 1937||Supermarine Walrus|Wellington, Greater Wellington Regional Council|0|K8541|+
|Nov 23, 1937||Douglas DC-2|Mt Mozgovishki Chukar, Blagoevgrad|6|SP-ASJ|+
|Nov 16, 1937||Junkers JU.52|Ostend, West Flanders|11|OO-AUB|+
|Nov 16, 1937||Kalinin K-5|Kharkiv, Kharkiv oblast|2|CCCP-L561|+
|Nov 12, 1937||Heinkel He.111|Schriesheim, Baden-Württemberg|10|D-AXAV|+
|Nov 7, 1937||Simmonds Spartan|Quebec City, Quebec|2|CF-ABC|+
|Nov 3, 1937||Martin PM-1|Seattle-Boeing Field, Washington|5|A8294|+
|Oct 28, 1937||Avro 652 Anson|Driffield AFB, East Yorkshire|0|K6322|+
|Oct 26, 1937||Avro 652 Anson|Bircham Newton AFB, Norfolk|0|K6205|+
|Oct 17, 1937||Douglas DC-3|Knight, Wyoming|19|NC16074|+
|Oct 1, 1937||Short S.23 Empire Flying Boat|Athens, Attica / Αττική|3|G-ADVC|+
|Sep 30, 1937||Bristol 142 Blenheim|Wyton AFB, Huntingdonshire|0|K7057|+
|Sep 24, 1937||De Havilland DH.60 Moth|Shoreham-by-Sea, West Sussex|0|G-AALX|+
|Sep 20, 1937||Avro 504|Bandung, West Java|0|AL-72|+
|Sep 17, 1937||Polikarpov U-2|Irkutsk, Irkutsk oblast|1|CCCP-T118|+
|Sep 17, 1937||Polikarpov U-2|Irkutsk, Irkutsk oblast|1|CCCP-T190|+
|Sep 17, 1937||Avro 652 Anson|Penmaenmawr, Clwyd|3|K6227|+
|Sep 15, 1937||Faucett F.19|Atocongo, Lima|8|OB-BBR-285|+
|Sep 11, 1937||Junkers W.34|Křemenáč, Olomouc Region (Olomoucký kraj)|1|D-ORUP|+
|Sep 11, 1937||Avro 652 Anson|Guisborough, Yorkshire|4|K8778|+
|Sep 10, 1937||Koolhoven FK.50|Mt Kelleköpfli, Basel Land|3|HB-AMO|+
|Aug 28, 1937|Albert André Keim|Caudron C.280 Phalène|Amersham, Buckinghamshire|1|F-AMMR|+
|Aug 27, 1937||Stinson SR-7 Reliant|Wau, Morobe|1|VH-URC|+
|Aug 23, 1937||Consolidated PBY Catalina|San Diego, California|6|0158|+
|Aug 21, 1937|Tollerton Aero Club|De Havilland DH.60 Moth|Huthwaite, Nottinghamshire|2|G-ACZX|+
|Aug 17, 1937|William Firth|De Havilland DH.90 Dragonfly|Shoreham-by-Sea, West Sussex|0|G-AEEK|+
|Aug 15, 1937|Cape Breton Flying Club|Avro 616 Avian IVM|Sydney, Nova Scotia|0|CF-CDG|+
|Aug 12, 1937||Bolkhovitinov DB-A|Russia, All Russia|6|URSS-N209|+
|Aug 2, 1937||Sikorsky S-43|Colón, Colón|14|NC15065|+
|Jul 30, 1937||Avro 652 Anson|Tangmere AFB, West Sussex|0|K6312|+
|Jul 23, 1937|Cape Cod Airlines|Stinson SR-9 Reliant|Edgartown, Massachusetts|0|-|+
|Jul 22, 1937||Handley Page H.P.50 Heyford|Chapel-en-le-Frith, Derbyshire|6|K6875|+
|Jul 21, 1937||Avro 652 Anson|Tangmere AFB, West Sussex|0|K6313|+
|Jul 18, 1937||De Havilland DH.60 Moth|Box Hill, Surrey|1|K1858|+
|Jul 17, 1937||Bristol 142 Blenheim|Pitton, Wiltshire|2|K7049|+
|Jul 14, 1937|NKAP - Narodnyy Komissariat Aviatsionnoy Promyshlennosti|Chyetverikov ARK-3|Sebastopol, Autonomous Republic of Crimea|1|-|+
|Jul 9, 1937||Polikarpov P-5|Rostov-on-Don-Olginskaya, Rostov oblast|2|CCCP-Sh630|+
|Jun 27, 1937||Tupolev ANT-9|Zaporozhie, Zaporizhia Oblast|9|CCCP-L176|+
|Jun 19, 1937||De Havilland DH.60 Moth|Brisbane-Archerfield, Queensland|1|VH-UAN|+
|Jun 19, 1937||De Havilland DH.60 Moth|Brisbane-Archerfield, Queensland|1|VH-UAV|+
|Jun 9, 1937||De Havilland DH.60 Moth|Melbourne, Victoria|0|VH-ULH|+
|Jun 3, 1937||Airspeed AS.6 Envoy|Alcocero de Mola, Castile and León|6|41-1|+
|May 29, 1937||De Havilland DH.60 Moth|Mt Little Sugar Loaf, Leinster|1|EI-AAJ|+
|May 27, 1937||Polikarpov P-5|Alkakhatki, Tambov oblast|2|CCCP-Sh938|+
|Apr 29, 1937||Handley Page H.P.54 Harrow|Methwold AFB, Norfolk|3|K6945|+
|Apr 29, 1937||Handley Page H.P.54 Harrow|Methwold AFB, Norfolk|2|K6950|+
|Apr 3, 1937||Douglas DC-3|Mt Baldy, Arizona|8|PH-ALP|+
|Mar 27, 1937||Potez 56|Palca, Tacna|4|5|+
|Mar 25, 1937||De Havilland DH.60 Moth|Mosgiel, Otago Regional Council|1|ZK-ACI|+
|Mar 25, 1937||Handley Page H.P.54 Harrow|Radlett, Hertfordshire|0|K6940|+
|Mar 24, 1937||Short S.23 Empire Flying Boat|Ouroux, Rhône|5|G-ADVA|+
|Mar 12, 1937||Bristol 142 Blenheim|Wyton AFB, Huntingdonshire|0|K7036|+
|Feb 22, 1937||Junkers JU.52|Baarsen, Lower Saxony|7|07+B40|+
|Feb 18, 1937||Polikarpov P-5|Orlik, Atyrau|2|CCCP-L1731|+
|Feb 10, 1937||Tupolev ANT-9|Verkhnii-Naur, Republic of Chechnya|1|CCCP-L167|+
|Feb 9, 1937||Douglas DC-3|San Francisco, California|11|NC16073|+
|Feb 3, 1937||Avro 652 Anson|Leadhills, Lanarkshire|0|K6252|+
|Feb 2, 1937||De Havilland DH.90 Dragonfly|Newton Stewart, Dumfries and Galloway|4|G-AEHC|+
|Feb 1, 1937||CRDA CANT Z.501 Gabbiano|Port de Pollença, Balearic Islands|2|62-1|+
|Feb 1, 1937||Avro 652 Anson|Sealand AFB (Shotwick AFB), Flintshire|0|K6267|+
|Jan 22, 1937||Airspeed AS.6 Envoy|Titsey Hill, Surrey|2|G-ADBZ|+
|Jan 19, 1937|M. A. G. van der Leeuw|Waco UIC|Mont-l’Évêque, Oise|4|PH-MAG|+
|Jan 19, 1937||De Havilland DH.80 Puss Moth|Cairns, Queensland|1|VH-UPQ|+
|Jan 12, 1937||Boeing 247|Newhall, California|5|NC13315|+
|Jan 11, 1937||Lockheed 10 Electra|Playa Vicente, Veracruz|9|XA-BEO|+
|Jan 11, 1937||Boulton & Paul P.75 Overstrand|Swanbourne, Buckinghamshire|2|K4564|+
|Dec 27, 1936||Boeing 247|Newhall, California|12|NC13355|+
|Dec 26, 1936||Polikarpov P-5|Mt Akh-Dag, Kotayk|1|CCCP-M50|+
|Dec 23, 1936|John S. Ericsson|Junkers K.16|Göteborg, Västergötland|0|SE-AET|+
|Dec 23, 1936||De Havilland DH.60 Moth|Melbourne-Essendon, Victoria|0|VH-AUL|+
|Dec 19, 1936||Douglas DC-2|Milford, Pennsylvania|0|NC13732|+
|Dec 18, 1936||Lockheed 10 Electra|Kellogg, Idaho|2|NC14935|+
|Dec 15, 1936||Boeing 247|Lone Peak, Utah|7|NC13370|+
|Dec 14, 1936||Savoia-Marchetti SM.79 Sparviero|Travesio, Friuli-Venezia Giulia|3|-|+
|Dec 10, 1936||Polikarpov P-5|Sukhotinka, Tambov oblast|2|CCCP-Sh869|+
|Dec 9, 1936||Douglas DC-2|Croydon, Surrey|15|PH-AKL|+
|Dec 9, 1936||De Havilland DH.60 Moth|Point Cook (Melbourne), Victoria|1|A7-31|+
|Dec 3, 1936|M. A. G. van der Leeuw|Waco CUC|Rotterdam, South Holland|1|PH-VDL|+
|Dec 1, 1936||Lockheed 10 Electra|Malakasa, Attica / Αττική|1|SP-AYB|+
|Nov 23, 1936||Boeing 247|Newark, New Jersey|0|NC13319|+
|Nov 20, 1936||Spartan Cruiser|Blackpool, Lancashire|2|G-ADEM|+
|Nov 19, 1936||Fokker F12|Crawley, West Sussex|2|G-AEOT|+
|Nov 17, 1936||Junkers JU.52|Nuremberg, Bavaria|4|D-ASUI|+
|Nov 9, 1936||Avro 652 Anson|Bircham Newton AFB, Norfolk|1|K6199|+
|Nov 6, 1936||Tupolev ANT-9|Nemirovo, Moscow oblast|9|CCCP-D311|+
|Nov 1, 1936||Junkers JU.52|Tabarz, Thuringia|11|D-APOO|+
|Oct 30, 1936||Polikarpov P-5|Mineralnye Vody, Stavropol Krai|1|CCCP-L1706|+
|Oct 11, 1936||Douglas DC-2|San José Pinula, Guatemala|3|NC14273|+
|Oct 7, 1936|Claude Ronald Anson|General Aircraft ST-18 Croydon|Timor Sea, All World|0|G-AECB|+
|Oct 3, 1936|The Insurance Flying Club|De Havilland DH.60 Moth|Brooklands (Weybridge), Surrey|1|G-AAJN|+
|Sep 29, 1936||De Havilland DH.60 Moth|Ljungbyhed, Skåne|0|5-5|+
|Sep 15, 1936||Avro 504|Carlton-in-Cleveland, Yorkshire|0|K1982|+
|Sep 9, 1936||Amiot 143|Boncourt-sur-Meuse, Meuse|5|60|+
|Sep 5, 1936|Pittsburgh Skyways|Stinson SM-6000|Pittsburgh-Allegheny County, Pennsylvania|10|NC11175|+
|Sep 5, 1936|Air Taxis|De Havilland DH.80 Puss Moth|Danehill, East Sussex|2|G-ADLP|+
|Aug 29, 1936|Godfrey C. Dalton|De Havilland DH.80 Puss Moth|Johannesburg-Rand, Gauteng|1|ZS-ADV|+
|Aug 20, 1936||Airspeed AS.5 Courier|Portsmouth, Hampshire|1|G-ACVE|+
|Aug 16, 1936|André Rexovice|Caudron C.280 Phalène|Buc, Yvelines|3|F-AMSN|+
|Aug 7, 1936|Brian S. Thynne|Spartan Three Seater I/II|Farnborough, Hampshire|1|G-ABZI|+
